================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
f=ona, v=1, w=0.038194294468584127, v*w=0.038194294468584127
f=thewall, v=1, w=0.03818484419595544, v*w=0.03818484419595544
f=projected, v=1, w=0.022898366064934964, v*w=0.022898366064934964
f=interpreting, v=1, w=0, v*w=0
f=findings, v=1, w=0, v*w=0
f=inlab, v=1, w=0, v*w=0
f=coatslooking, v=1, w=0, v*w=0
f=aimage, v=1, w=0, v*w=0
f=imageprojected, v=1, w=0, v*w=0
f=Scientistsare, v=1, w=0, v*w=0
f=areinterpreting, v=1, w=0, v*w=0
f=interpretingexperimental, v=1, w=0, v*w=0
f=experimentalfindings, v=1, w=0, v*w=0
f=findings., v=1, w=0, v*w=0
f=on, v=2, w=-0.006576607159839884, v*w=-0.013153214319679769
f=wall, v=1, w=-0.037413668157648385, v*w=-0.037413668157648385
f=Scientists, v=1, w=-0.042878374718681715, v*w=-0.042878374718681715
f=experimental, v=1, w=-0.04498323201518417, v*w=-0.04498323201518417
f=a, v=1, w=-0.05768615072059646, v*w=-0.05768615072059646
f=lookingon, v=1, w=-0.06261524551354777, v*w=-0.06261524551354777
f=image, v=1, w=-0.07037359080854562, v*w=-0.07037359080854562
f=in, v=1, w=-0.09509361429859492, v*w=-0.09509361429859492
f=lab, v=1, w=-0.11819871767821213, v*w=-0.11819871767821213
f=the, v=1, w=-0.2428361245146822, v*w=-0.2428361245146822
f=are, v=1, w=-0.29381510678573053, v*w=-0.29381510678573053
================================================================================
P: A gathering of young African males under a thatched roof .
H: A group of men are under a roof .
label=1, predicted=0, wrong
f=A, v=2, w=0.1356077086318421, v*w=0.2712154172636842
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=undera, v=2, w=0.07344350922163004, v*w=0.14688701844326008
f=group, v=1, w=0.14420728303244848, v*w=0.14420728303244848
f=gathering, v=1, w=0.14077707398055528, v*w=0.14077707398055528
f=menare, v=1, w=0.14006107699774673, v*w=0.14006107699774673
f=roof, v=2, w=0.06343530532398034, v*w=0.12687061064796068
f=areunder, v=1, w=0.09279129908293512, v*w=0.09279129908293512
f=roof., v=2, w=0.029309990936463894, v*w=0.05861998187292779
f=thatched, v=1, w=0.030724717981428225, v*w=0.030724717981428225
f=Agathering, v=1, w=0.01828564178546813, v*w=0.01828564178546813
f=aroof, v=1, w=0.006516917521782673, v*w=0.006516917521782673
f=youngAfrican, v=1, w=0, v*w=0
f=Africanmales, v=1, w=0, v*w=0
f=malesunder, v=1, w=0, v*w=0
f=athatched, v=1, w=0, v*w=0
f=thatchedroof, v=1, w=0, v*w=0
f=gatheringof, v=1, w=-0.03322654817154332, v*w=-0.03322654817154332
f=under, v=2, w=-0.020287799797437923, v*w=-0.04057559959487585
f=Agroup, v=1, w=-0.044792406511966865, v*w=-0.044792406511966865
f=males, v=1, w=-0.06316170311201842, v*w=-0.06316170311201842
f=of, v=2, w=-0.043646278307833394, v*w=-0.08729255661566679
f=men, v=1, w=-0.08858767269030798, v*w=-0.08858767269030798
f=African, v=1, w=-0.0931660539746748, v*w=-0.0931660539746748
f=ofmen, v=1, w=-0.11177550108319288, v*w=-0.11177550108319288
f=ofyoung, v=1, w=-0.11359419289104385, v*w=-0.11359419289104385
f=a, v=2, w=-0.05768615072059646, v*w=-0.11537230144119293
f=young, v=1, w=-0.1902364104823173, v*w=-0.1902364104823173
f=groupof, v=1, w=-0.1980543128086121, v*w=-0.1980543128086121
f=are, v=1, w=-0.29381510678573053, v*w=-0.29381510678573053
================================================================================
P: A young boy swinging on a swing .
H: A boy swings outside .
label=1, predicted=1, correct
f=outside., v=1, w=0.5433023646199514, v*w=0.5433023646199514
f=A, v=2, w=0.1356077086318421, v*w=0.2712154172636842
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=boy, v=2, w=0.12684095568370002, v*w=0.25368191136740004
f=swing., v=1, w=0.18810384208684588, v*w=0.18810384208684588
f=youngboy, v=1, w=0.1871246059094029, v*w=0.1871246059094029
f=outside, v=1, w=0.166993073516632, v*w=0.166993073516632
f=boyswings, v=1, w=0.13154838928198104, v*w=0.13154838928198104
f=Ayoung, v=1, w=0.07746992102642028, v*w=0.07746992102642028
f=ona, v=1, w=0.038194294468584127, v*w=0.038194294468584127
f=boyswinging, v=1, w=0, v*w=0
f=swingsoutside, v=1, w=0, v*w=0
f=on, v=1, w=-0.006576607159839884, v*w=-0.006576607159839884
f=Aboy, v=1, w=-0.015180046233392166, v*w=-0.015180046233392166
f=swings, v=1, w=-0.019587882044665817, v*w=-0.019587882044665817
f=a, v=1, w=-0.05768615072059646, v*w=-0.05768615072059646
f=swinging, v=1, w=-0.06015719776397224, v*w=-0.06015719776397224
f=swingingon, v=1, w=-0.06464192534745372, v*w=-0.06464192534745372
f=aswing, v=1, w=-0.10637505583256524, v*w=-0.10637505583256524
f=swing, v=1, w=-0.16761568199920493, v*w=-0.16761568199920493
f=young, v=1, w=-0.1902364104823173, v*w=-0.1902364104823173
================================================================================
P: A man with a gray beard and an apron smiles .
H: A man smiling .
label=1, predicted=1, correct
f=Aman, v=2, w=0.21805720288299957, v*w=0.43611440576599914
f=gray, v=1, w=0.2833912228477109, v*w=0.2833912228477109
f=A, v=2, w=0.1356077086318421, v*w=0.2712154172636842
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=smiles, v=1, w=0.24607806496602355, v*w=0.24607806496602355
f=smiling., v=1, w=0.24004879466287046, v*w=0.24004879466287046
f=manwith, v=1, w=0.19994505774337457, v*w=0.19994505774337457
f=smiles., v=1, w=0.15734787435614506, v*w=0.15734787435614506
f=smiling, v=1, w=0.15408481003950733, v*w=0.15408481003950733
f=witha, v=1, w=0.07968947448526474, v*w=0.07968947448526474
f=apron, v=1, w=0.07655932266497868, v*w=0.07655932266497868
f=graybeard, v=1, w=0.06742361458713945, v*w=0.06742361458713945
f=agray, v=1, w=0.02264221644689725, v*w=0.02264221644689725
f=apronsmiles, v=1, w=0, v*w=0
f=andan, v=1, w=-0.004042854913028237, v*w=-0.004042854913028237
f=anapron, v=1, w=-0.01014718673707305, v*w=-0.01014718673707305
f=mansmiling, v=1, w=-0.011190082115283047, v*w=-0.011190082115283047
f=with, v=1, w=-0.03837810488855693, v*w=-0.03837810488855693
f=beard, v=1, w=-0.038455492022207036, v*w=-0.038455492022207036
f=a, v=1, w=-0.05768615072059646, v*w=-0.05768615072059646
f=an, v=1, w=-0.06087247582272282, v*w=-0.06087247582272282
f=man, v=2, w=-0.03717188463081698, v*w=-0.07434376926163395
f=and, v=1, w=-0.07838795061913068, v*w=-0.07838795061913068
f=beardand, v=1, w=-0.1802700243942352, v*w=-0.1802700243942352
================================================================================
P: A lady in a black shirt is standing in a crowd with a rolled up piece of paper in her hands .
H: The lady has a paper in her hands .
label=1, predicted=0, wrong
f=herhands, v=2, w=0.2540118116395721, v*w=0.5080236232791442
f=has, v=1, w=0.41958815054825915, v*w=0.41958815054825915
f=hasa, v=1, w=0.3846744457307263, v*w=0.3846744457307263
f=isstanding, v=1, w=0.26641832553519773, v*w=0.26641832553519773
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=ina, v=2, w=0.1019014453480294, v*w=0.2038028906960588
f=up, v=1, w=0.1852190631071368, v*w=0.1852190631071368
f=black, v=1, w=0.17527735647504145, v*w=0.17527735647504145
f=A, v=1, w=0.1356077086318421, v*w=0.1356077086318421
f=inher, v=2, w=0.06213181663457079, v*w=0.12426363326914158
f=Alady, v=1, w=0.09744614357610033, v*w=0.09744614357610033
f=hands., v=2, w=0.04837260748408265, v*w=0.0967452149681653
f=standing, v=1, w=0.09519191913807996, v*w=0.09519191913807996
f=blackshirt, v=1, w=0.09425585627870793, v*w=0.09425585627870793
f=Thelady, v=1, w=0.08571928290175691, v*w=0.08571928290175691
f=witha, v=1, w=0.07968947448526474, v*w=0.07968947448526474
f=crowdwith, v=1, w=0.038599201901245384, v*w=0.038599201901245384
f=hands, v=2, w=0.01597492718683556, v*w=0.03194985437367112
f=ladyhas, v=1, w=0.028437812817424354, v*w=0.028437812817424354
f=rolledup, v=1, w=0.01374320071640878, v*w=0.01374320071640878
f=piece, v=1, w=0.013725046937604991, v*w=0.013725046937604991
f=shirt, v=1, w=0.01170337111641635, v*w=0.01170337111641635
f=arolled, v=1, w=0, v*w=0
f=uppiece, v=1, w=0, v*w=0
f=pieceof, v=1, w=-0.0015126849374357992, v*w=-0.0015126849374357992
f=lady, v=2, w=-0.018678011908724382, v*w=-0.037356023817448764
f=with, v=1, w=-0.03837810488855693, v*w=-0.03837810488855693
f=ladyin, v=1, w=-0.04306527922700572, v*w=-0.04306527922700572
f=of, v=1, w=-0.043646278307833394, v*w=-0.043646278307833394
f=ofpaper, v=1, w=-0.04528200192296951, v*w=-0.04528200192296951
f=standingin, v=1, w=-0.059738320211858716, v*w=-0.059738320211858716
f=paperin, v=2, w=-0.03279856961478451, v*w=-0.06559713922956902
f=rolled, v=1, w=-0.0697178043710209, v*w=-0.0697178043710209
f=crowd, v=1, w=-0.08248059665349877, v*w=-0.08248059665349877
f=is, v=1, w=-0.10426457744737729, v*w=-0.10426457744737729
f=acrowd, v=1, w=-0.14191262776905758, v*w=-0.14191262776905758
f=shirtis, v=1, w=-0.14795162835312012, v*w=-0.14795162835312012
f=ablack, v=1, w=-0.1592951330820057, v*w=-0.1592951330820057
f=a, v=4, w=-0.05768615072059646, v*w=-0.23074460288238585
f=apaper, v=1, w=-0.323199289218474, v*w=-0.323199289218474
f=in, v=4, w=-0.09509361429859492, v*w=-0.3803744571943797
f=The, v=1, w=-0.4045696403961122, v*w=-0.4045696403961122
f=her, v=2, w=-0.24551471204742525, v*w=-0.4910294240948505
f=paper, v=2, w=-0.350790852955689, v*w=-0.701581705911378
================================================================================
P: A man in a denim shirt and pants is smoking a cigarette while playing a cello for money .
H: A man in a denim shirt is smoking .
label=1, predicted=0, wrong
f=Aman, v=2, w=0.21805720288299957, v*w=0.43611440576599914
f=A, v=2, w=0.1356077086318421, v*w=0.2712154172636842
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=ina, v=2, w=0.1019014453480294, v*w=0.2038028906960588
f=playinga, v=1, w=0.2012151991962463, v*w=0.2012151991962463
f=pants, v=1, w=0.1142200031080719, v*w=0.1142200031080719
f=acigarette, v=1, w=0.08119980026215955, v*w=0.08119980026215955
f=smoking., v=1, w=0.05187283586261098, v*w=0.05187283586261098
f=shirt, v=2, w=0.01170337111641635, v*w=0.0234067422328327
f=manin, v=2, w=0.009941214264901212, v*w=0.019882428529802425
f=while, v=1, w=0.0043804580481082165, v*w=0.0043804580481082165
f=playing, v=1, w=0.0030518931310784337, v*w=0.0030518931310784337
f=denimshirt, v=2, w=0, v*w=0
f=cellofor, v=1, w=0, v*w=0
f=formoney, v=1, w=-0.007612206409512334, v*w=-0.007612206409512334
f=smokinga, v=1, w=-0.009766905675171045, v*w=-0.009766905675171045
f=cello, v=1, w=-0.023094694383299152, v*w=-0.023094694383299152
f=cigarettewhile, v=1, w=-0.025475830483040765, v*w=-0.025475830483040765
f=andpants, v=1, w=-0.059639574192913394, v*w=-0.059639574192913394
f=shirtand, v=1, w=-0.0655268261619771, v*w=-0.0655268261619771
f=man, v=2, w=-0.03717188463081698, v*w=-0.07434376926163395
f=and, v=1, w=-0.07838795061913068, v*w=-0.07838795061913068
f=whileplaying, v=1, w=-0.09148000916726684, v*w=-0.09148000916726684
f=money., v=1, w=-0.09382333486364877, v*w=-0.09382333486364877
f=cigarette, v=1, w=-0.11354307070490609, v*w=-0.11354307070490609
f=acello, v=1, w=-0.11386415849879872, v*w=-0.11386415849879872
f=shirtis, v=1, w=-0.14795162835312012, v*w=-0.14795162835312012
f=in, v=2, w=-0.09509361429859492, v*w=-0.19018722859718984
f=adenim, v=2, w=-0.09577415439415017, v*w=-0.19154830878830034
f=is, v=2, w=-0.10426457744737729, v*w=-0.20852915489475457
f=issmoking, v=2, w=-0.10615833818188339, v*w=-0.21231667636376678
f=money, v=1, w=-0.22132970774361743, v*w=-0.22132970774361743
f=a, v=4, w=-0.05768615072059646, v*w=-0.23074460288238585
f=pantsis, v=1, w=-0.2908400659177766, v*w=-0.2908400659177766
f=smoking, v=2, w=-0.24335523320350552, v*w=-0.48671046640701104
f=denim, v=2, w=-0.25626741887812693, v*w=-0.5125348377562539
f=for, v=1, w=-0.743610523010233, v*w=-0.743610523010233
================================================================================
P: Water polo swimmers competing for a loose ball .
H: A group of water polo swimmers swimming together in the pool .
label=1, predicted=0, wrong
f=polo, v=2, w=0.1724015804507353, v*w=0.3448031609014706
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=together, v=1, w=0.16364841176832567, v*w=0.16364841176832567
f=ball, v=1, w=0.14796127312707108, v*w=0.14796127312707108
f=group, v=1, w=0.14420728303244848, v*w=0.14420728303244848
f=A, v=1, w=0.1356077086318421, v*w=0.1356077086318421
f=swimmers, v=2, w=0.04604934921708309, v*w=0.09209869843416618
f=pool, v=1, w=0.07575271902963708, v*w=0.07575271902963708
f=thepool, v=1, w=0.06705422288043458, v*w=0.06705422288043458
f=waterpolo, v=1, w=0.035727755125770116, v*w=0.035727755125770116
f=swimmingtogether, v=1, w=0.0232012370859011, v*w=0.0232012370859011
f=ofwater, v=1, w=0.018224020746036414, v*w=0.018224020746036414
f=Waterpolo, v=1, w=0, v*w=0
f=poloswimmers, v=2, w=0, v*w=0
f=looseball, v=1, w=0, v*w=0
f=swimmersswimming, v=1, w=0, v*w=0
f=competing, v=1, w=-0.003732452060943777, v*w=-0.003732452060943777
f=water, v=1, w=-0.012095409209399336, v*w=-0.012095409209399336
f=loose, v=1, w=-0.03205539538082359, v*w=-0.03205539538082359
f=swimmerscompeting, v=1, w=-0.03429940064061983, v*w=-0.03429940064061983
f=Water, v=1, w=-0.03749956639044703, v*w=-0.03749956639044703
f=aloose, v=1, w=-0.04268042138138911, v*w=-0.04268042138138911
f=of, v=1, w=-0.043646278307833394, v*w=-0.043646278307833394
f=Agroup, v=1, w=-0.044792406511966865, v*w=-0.044792406511966865
f=inthe, v=1, w=-0.04945189044635606, v*w=-0.04945189044635606
f=swimming, v=1, w=-0.054422401683857806, v*w=-0.054422401683857806
f=a, v=1, w=-0.05768615072059646, v*w=-0.05768615072059646
f=togetherin, v=1, w=-0.06939924210501601, v*w=-0.06939924210501601
f=competingfor, v=1, w=-0.07809319374463687, v*w=-0.07809319374463687
f=in, v=1, w=-0.09509361429859492, v*w=-0.09509361429859492
f=pool., v=1, w=-0.09890905945531495, v*w=-0.09890905945531495
f=ball., v=1, w=-0.18820017912650955, v*w=-0.18820017912650955
f=groupof, v=1, w=-0.1980543128086121, v*w=-0.1980543128086121
f=fora, v=1, w=-0.20376955166500096, v*w=-0.20376955166500096
f=the, v=1, w=-0.2428361245146822, v*w=-0.2428361245146822
f=for, v=1, w=-0.743610523010233, v*w=-0.743610523010233
================================================================================
P: Two little girls ride an inflatable dinghy down a purple water slide .
H: Two girls on a water slide .
label=1, predicted=1, correct
f=inflatable, v=1, w=0.26322478499767255, v*w=0.26322478499767255
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=waterslide, v=2, w=0.11914685186394529, v*w=0.23829370372789058
f=ride, v=1, w=0.22356597145411414, v*w=0.22356597145411414
f=girls, v=2, w=0.07702266487307059, v*w=0.15404532974614119
f=down, v=1, w=0.14486874429646657, v*w=0.14486874429646657
f=Two, v=2, w=0.06669680516475003, v*w=0.13339361032950006
f=aninflatable, v=1, w=0.13152536704812703, v*w=0.13152536704812703
f=little, v=1, w=0.09087190509448108, v*w=0.09087190509448108
f=girlson, v=1, w=0.0462965740959098, v*w=0.0462965740959098
f=girlsride, v=1, w=0.040860651879595804, v*w=0.040860651879595804
f=ona, v=1, w=0.038194294468584127, v*w=0.038194294468584127
f=purple, v=1, w=0.027235927913174217, v*w=0.027235927913174217
f=dinghy, v=1, w=0, v*w=0
f=ridean, v=1, w=0, v*w=0
f=inflatabledinghy, v=1, w=0, v*w=0
f=dinghydown, v=1, w=0, v*w=0
f=purplewater, v=1, w=0, v*w=0
f=on, v=1, w=-0.006576607159839884, v*w=-0.006576607159839884
f=water, v=2, w=-0.012095409209399336, v*w=-0.024190818418798672
f=apurple, v=1, w=-0.028761037903456365, v*w=-0.028761037903456365
f=Twogirls, v=1, w=-0.041692822451306254, v*w=-0.041692822451306254
f=an, v=1, w=-0.06087247582272282, v*w=-0.06087247582272282
f=littlegirls, v=1, w=-0.08164556047916559, v*w=-0.08164556047916559
f=a, v=2, w=-0.05768615072059646, v*w=-0.11537230144119293
f=Twolittle, v=1, w=-0.2120070664467207, v*w=-0.2120070664467207
f=downa, v=1, w=-0.24448513900325786, v*w=-0.24448513900325786
f=slide, v=2, w=-0.12245878529631864, v*w=-0.24491757059263727
f=awater, v=1, w=-0.26374184721686433, v*w=-0.26374184721686433
f=slide., v=2, w=-0.21949876577151398, v*w=-0.43899753154302795
================================================================================
P: A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by .
H: The young man is reading the newspaper sports section with a mom and daughter walks to the movie theater .
label=0, predicted=0, correct
f=sits, v=1, w=0.2632324804052043, v*w=0.2632324804052043
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=sports, v=1, w=0.224323255655628, v*w=0.224323255655628
f=manwith, v=1, w=0.19994505774337457, v*w=0.19994505774337457
f=womanand, v=1, w=0.18831261065122631, v*w=0.18831261065122631
f=A, v=1, w=0.1356077086318421, v*w=0.1356077086318421
f=woman, v=1, w=0.13011455724741094, v*w=0.13011455724741094
f=tothe, v=1, w=0.12380906551116935, v*w=0.12380906551116935
f=section, v=1, w=0.12134868318522277, v*w=0.12134868318522277
f=anda, v=1, w=0.09980893051518305, v*w=0.09980893051518305
f=by, v=1, w=0.09557419462959665, v*w=0.09557419462959665
f=pass, v=1, w=0.0937568062488785, v*w=0.0937568062488785
f=girl, v=1, w=0.08465822321403782, v*w=0.08465822321403782
f=witha, v=1, w=0.07968947448526474, v*w=0.07968947448526474
f=Ayoung, v=1, w=0.07746992102642028, v*w=0.07746992102642028
f=awoman, v=1, w=0.07363208941135828, v*w=0.07363208941135828
f=walks, v=1, w=0.06999677051897417, v*w=0.06999677051897417
f=passby, v=1, w=0.05059852109214891, v*w=0.05059852109214891
f=ona, v=1, w=0.038194294468584127, v*w=0.038194294468584127
f=theater, v=1, w=0.03691061512101813, v*w=0.03691061512101813
f=manis, v=1, w=0.03602058222876871, v*w=0.03602058222876871
f=theater., v=1, w=0.03511101282672492, v*w=0.03511101282672492
f=walksto, v=1, w=0.01256285070384333, v*w=0.01256285070384333
f=blonddreadlocks, v=1, w=0, v*w=0
f=dreadlockssits, v=1, w=0, v*w=0
f=girlpass, v=1, w=0, v*w=0
f=newspapersports, v=1, w=0, v*w=0
f=sectionwith, v=1, w=0, v*w=0
f=amom, v=1, w=0, v*w=0
f=daughterwalks, v=1, w=0, v*w=0
f=themovie, v=1, w=0, v*w=0
f=movietheater, v=1, w=0, v*w=0
f=ayoung, v=1, w=-0.000880154125413285, v*w=-0.000880154125413285
f=anddaughter, v=1, w=-0.003997384512145004, v*w=-0.003997384512145004
f=on, v=1, w=-0.006576607159839884, v*w=-0.006576607159839884
f=wallreading, v=1, w=-0.008136264142725818, v*w=-0.008136264142725818
f=isreading, v=1, w=-0.013904662420216755, v*w=-0.013904662420216755
f=newspaperas, v=1, w=-0.017878275375825058, v*w=-0.017878275375825058
f=sportssection, v=1, w=-0.022634870355948526, v*w=-0.022634870355948526
f=as, v=1, w=-0.02545669387318382, v*w=-0.02545669387318382
f=sitson, v=1, w=-0.025955455881537057, v*w=-0.025955455881537057
f=younggirl, v=1, w=-0.029837767780314963, v*w=-0.029837767780314963
f=momand, v=1, w=-0.0363980988392177, v*w=-0.0363980988392177
f=wall, v=1, w=-0.037413668157648385, v*w=-0.037413668157648385
f=anewspaper, v=1, w=-0.044474941690761494, v*w=-0.044474941690761494
f=movie, v=1, w=-0.06540097871987145, v*w=-0.06540097871987145
f=man, v=2, w=-0.03717188463081698, v*w=-0.07434376926163395
